Customer Terms,Item Number,Item Description,Stocking Multiple,Material Type,Stock or S/O
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",446DF,4X4 6   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",448DF,4X4 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",449214DF,"4X4 92-1/4""   DF STD&BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",44DFL,4X4   DF 1 &BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4422DF,4X4 22   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4424DF,4X4 24   DF STD&BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4610414DF,"4X6 104-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4610DF1,4X6 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4611614DF,"4X6 116-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4612DF1,4X6 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4614DF1,4X6 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4616DF1,4X6 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4618DF1,4X6 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4620DF1,4X6 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",462DF,4X6 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",464DF,4X6 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",466DF1,4X6 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",468DF1,4X6 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",469214DF,"4X6 92-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",46DF1L,4X6   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4622DF1,4X6 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4624DF1,4X6 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4626DF,4X6 26   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4810414DF,"4X8 104-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4810DF1,4X8 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4812DF1,4X8 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4814DF1,4X8 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4816DF1,4X8 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4818DF1,4X8 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4820DF1,4X8 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",482DF,4X8 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",484DF,4X8 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",486DF1,4X8 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",488DF1,4X8 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",489214DF,"4X8 92-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",48DF1L,4X8    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4822DF1,4X8 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4824DF1,4X8 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4826DF,4X8 26   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4828DF,4X8 28   DF 2 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41410DF1,4X14 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41412DF1,4X14 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41414DF1,4X14 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41416DF1,4X14 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41418DF1,4X14 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41420DF1,4X14 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41422DF1,4X14 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41424DF1,4X14 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41426DF1,4X14 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41428DF1,4X14 28   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41430DF1,4X14 30   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41432DF1,4X14 32   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4146DF1,4X14 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4148DF1,4X14 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",414DFL,4X14   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41610DF1,4X16 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41612DF1,4X16 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41614DF1,4X16 14    DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41616DF1,4X16 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41618DF1,4X16 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41620DF1,4X16 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41622DF1,4X16 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41624DF1,4X16 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41626DF1,4X16 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",4168DF1,4X16 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",416DFL,4X16   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41818DF1,4X18 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",41822DF1,4X18 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61010DF1,6X10 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61012DF1,6X10 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61014DF1,6X10 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61016DF1,6X10 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61018DF1,6X10 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61020DF1,6X10 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6102DF1,6X10 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6104DF1,6X10 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6106DF1,6X10 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6108DF1,6X10 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",610DFL,6X10   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61022DF1,6X10 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61024DF1,6X10 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61026DF1,6X10 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61028DF1,6X10 28   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61030DF1,6X10 30   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61210DF1,6X12 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61212DF1,6X12 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61214DF1,6X12 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61216DF1,6X12 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61218DF1,6X12 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61220DF1,6X12 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6122DF1,6X12 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6124DF1,6X12 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6126DF1,6X12 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6128DF1,6X12 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",612DFL,6X12    DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61222DF1,6X12 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61224DF1,6X12 24    DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61226DF1,6X12 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61228DF1,6X12 28    DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6610414DF1,"6X6 104-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6610DF1,6X6 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6612DF1,6X6 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6614DF1,6X6 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6616DF1,6X6 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6618DF1,6X6 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6620DF1,6X6 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",662DF1,6X6 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",664DF1,6X6 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",666DF1,6X6 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",668DF1,6X6 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",669214DF1,"6X6 92-1/4""   DF 1 & BTR S4S",EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",66DFL,6X6   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6622DF1,6X6 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6624DF1,6X6 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6810DF1,6X8 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6812DF1,6X8 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6814DF1,6X8 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6816DF1,6X8 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6818DF1,6X8 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6820DF1,6X8 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",682DF1,6X8 2   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",684DF1,6X8 4   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",686DF1,6X8 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",688DF1,6X8 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",68DFL,6X8   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6822DF1,6X8 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6824DF1,6X8 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6826DF1,6X8 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61410DF1,6X14 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61412DF1,6X14 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61414DF1,6X14 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61416DF1,6X14 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61418DF1,6X14 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61420DF1,6X14 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61422DF1,6X14 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61424DF1,6X14 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61426DF1,6X14 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6148DF1,6X14 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",614DFL,6X14   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61610DF1,6X16 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61612DF1,6X16 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61614DF1,6X16 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61616DF1,6X16 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61618DF1,6X16 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61620DF1,6X16 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61622DF1,6X16 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61624DF1,6X16 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61626DF1,6X16 26   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61628DF1,6X16 28   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6166DF1,6X16 6   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",6168DF1,6X16 8   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",616DFL,6X16   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61810DF1,6X18 10   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61812DF1,6X18 12   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61814DF1,6X18 14   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61816DF1,6X18 16   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61818DF1,6X18 18   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61820DF1,6X18 20   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61822DF1,6X18 22   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",61824DF1,6X18 24   DF 1 & BTR S4S,EA,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",618DFL,6X18   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",620DFL,6X20   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",816DFL,8X16   DF 1 & BTR S4S,LF,L,Stock
"DF, Douglas Fir, Madera, Post, Girder, FJ, Plumb, Rim",818DFL,8X18   DF 1 & BTR S4S,LF,L,Stock
"Miratec, Azek",M4,4/4X4 16   MIRATEC,EA,L,Stock
"Miratec, Azek",M54,5/4X4 16   MIRATEC,EA,L,Stock
"Miratec, Azek",M56,5/4X6 16   MIRATEC,EA,L,Stock
"Miratec, Azek",M6,4/4X6 16   MIRATEC,EA,L,Stock
"Miratec, Azek",M8,4/4X8 16   MIRATEC,EA,L,Stock
"Miratec, Azek",1816AZ,4/4X7-1/2 16   AZEK TRIM PP RE,EA,L,Stock
"Miratec, Azek",2CTX,"2"" AZEK CORTEX 250 LF",EA,L,Stock
"Miratec, Azek",4AZ,4OZ AZEK ADHESIVE,EA,L,Stock
"Miratec, Azek",54416AZ,5/4X3-1/2 16   AZEK TRIM PP RE,EA,L,Stock
"Miratec, Azek",54616AZ,5/4X5-1/2 16   AZEK TRIM PP RE,EA,L,Stock
"Miratec, Azek",8KPC,8OZ KLEER PVC CEMENT,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",21012PT,2X10 12   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",21016PT,2X10 16   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",21020PT,2X10 20   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",210PTL,2X10        PT/DF S4S,LF,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",21210PT,2X12 10   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",21212PT,2X12 12   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",21216PT,2X12 16   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",21220PT,2X12 20   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2128PT,2X12 8   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",212PTL,2X12        PT/DF S4S,LF,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2410PT,2X4 10   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2412PT,2X4 12   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2414PT,2X4 14   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2416PT,2X4 16   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2420PT,2X4 20   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",248PT,2X4 8   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",24PTL,2X4         PT/DF S4S,LF,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2612PT,2X6 12   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2614PT,2X6 14   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2616PT,2X6 16   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2618PT,2X6 18   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2620PT,2X6 20   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",268PT,2X6 8   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",26PTL,2X6         PT/DF S4S,LF,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2610PT,2X6 10   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2810PT,2X8 10   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2812PT,2X8 12   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2816PT,2X8 16   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",2820PT,2X8 20   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",288PT,2X8 8   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",28PTL,2X8         PT/DF S4S,LF,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",3412PT,3X4 12   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",3416PT,3X4 16   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",3420PT,3X4 20   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",34PTL,3X4         PT/DF S4S,LF,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",3616PT,3X6 16   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",3620PT,3X6 20   PT/DF S4S,EA,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",36PTL,3X6         PT/DF S4S,LF,L,Stock
"PT, Pressure Treated, DF PT, Mudsill",3816PT,3X8 16   PT/DF S4S,EA,L,Stock
